Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-11-17,"Higher Stannard",5.9-,"jon led this! heady. go left at roof.",https://www.mountainproject.com/route/105799128/higher-stannard,1,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.1,-1,,,Trad,,200,2300
2024-11-17,"Airy Aria",5.8,"tr after carbs. not that hard. lay back moves are so good.",https://www.mountainproject.com/route/105806589/airy-aria,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.0,-1,,,Trad,,180,2100
2024-11-17,"Carbs and Caffeine",5.11a,"w/ jon. Good stuff. Bring tiny nuts.",https://www.mountainproject.com/route/105798933/carbs-and-caffeine,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.7,-1,,,Trad,,140,4600
2024-11-17,"Bonnie's Roof",5.9,"W/ Jon. Both pitches are glorious. I led p1 and Jon led direct version of p2. Hung at the roof. 0.4 protects the move really well. ",https://www.mountainproject.com/route/105801433/bonnies-roof,2,"New York > The Gunks > The Trapps > i. High E",3.9,-1,,,Trad,,250,2400
2024-11-17,"No Glow",5.9,"TR second pitch. I see why the crux is compelling for some if can reach. The move is reachy (had to dino) for me. Two pins at crux. ",https://www.mountainproject.com/route/105811547/no-glow,1,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",2.9,-1,,,Trad,,270,2400
2024-11-17,Moonlight,5.6,"w/ Jon. Super enjoyable. On traverse stay low. Moonlight under the morning moonlight!",https://www.mountainproject.com/route/105803407/moonlight,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.3,-1,,,Trad,,230,1600
2024-11-04,Bunny,5.5,"W/ Shiyue. Laps. The 5.6 version was a little strange.",https://www.mountainproject.com/route/105888225/bunny,3,"New York > The Gunks > The Trapps > a1. The Uberfall - left",2.6,2,,,Trad,,100,1500
2024-11-03,Nosedive,5.10b,"W/ shiyue. We both enjoyed the climb. The crux is stellar. Need to seriously sus out the gear before leading.",https://www.mountainproject.com/route/105799032/nosedive,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.5,-1,TR,,Trad,,80,2900
2024-11-02,Betty,5.3,"W/ Shiyue. As enjoyable as ever.",https://www.mountainproject.com/route/105920873/betty,2,"New York > The Gunks > The Trapps > b. Jackie and friends",3.0,-1,,,Trad,,150,1300
2024-11-02,MF,5.9,"W/ Shiyue. Led and cleaned the first pitch. First crux felt desperate bc of reach. Unusual movement. Next time save a 0.3 or black totem for the second crux.",https://www.mountainproject.com/route/105799143/mf,2,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.6,-1,,,Trad,,180,2400
2024-11-02,"Annie Oh!",5.8+,"W/ Shiyue.",https://www.mountainproject.com/route/105801570/annie-oh,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.4,-1,Lead,,Trad,,220,2200
2024-10-26,Balrog,5.10b,"w/ Sharon. Good climb. Left hand undercling, Right hand side pull then match. Right hand upper crack, left foot up scrunch scrunch.",https://www.mountainproject.com/route/105920912/balrog,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.6,-1,,,Trad,,75,2900
2024-10-26,"Keep on Struttin'",5.9+,"Followed Sharon on p2. Led p1 p3. p2 traverse was hard, felt like campusing. p3 has one boulder move, kept my center of mass on the left till over the bulge, then pull really hard.",https://www.mountainproject.com/route/105826771/keep-on-struttin,3,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.6,-1,,,Trad,,250,2500
2024-10-20,Disneyland,5.6,"One pitch sport",https://www.mountainproject.com/route/105799486/disneyland,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.2,-1,,,Trad,,155,1600
2024-10-20,"Yellow Ridge",5.7,"w/ Jon",https://www.mountainproject.com/route/105799421/yellow-ridge,3,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.6,-1,,,Trad,,200,1800
2024-10-20,Alphonse,5.8,"W/ Jon. Fun crux. ",https://www.mountainproject.com/route/105815363/alphonse,2,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.3,-1,Follow,,Trad,,150,2100
2024-10-20,Gelsa,5.4,"W/ Jon. Nice second pitch. ",https://www.mountainproject.com/route/105799482/gelsa,3,"New York > The Gunks > The Near Trapps > a. Beginning of cliff to Gelsa",3.5,-1,Lead,,Trad,,195,1400
2024-10-19,P38,"5.10b PG13","w/ Anya and Jon. Sling the tree for TR. This one&#39;s like Ken&#39;s crack on steroids.",https://www.mountainproject.com/route/105799049/p38,1,"New York > The Gunks > The Trapps > b. Jackie and friends",2.9,-1,,,Trad,,80,2900
2024-10-19,"Never Never Land",5.10a,"w/ Anya and Jon",https://www.mountainproject.com/route/105799095/never-never-land,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.5,-1,TR,,Trad,,80,2600
2024-10-19,J'accuse,"5.10b PG13",,https://www.mountainproject.com/route/106046438/jaccuse,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.5,-1,TR,,Trad,,80,2900
2024-10-19,Absurdland,5.8+,"Anya&#39;s second lead!!!!",https://www.mountainproject.com/route/105799190/absurdland,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,TR,,Trad,,100,2200
2024-10-19,V-3,5.7,"w/ Anya and Jon",https://www.mountainproject.com/route/105799785/v-3,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Follow,,Trad,,250,1800
2024-10-19,"Double Crack",5.8,"w/ Anya and Jon. Happy that I didn&#39;t cry.",https://www.mountainproject.com/route/105806583/double-crack,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.6,-1,Lead,Redpoint,Trad,,150,2100
2024-10-18,"Mother's Day Party",5.10b,"Final move felt desperate and reach. Layback crack was hard too. ",https://www.mountainproject.com/route/105829767/mothers-day-party,1,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.4,-1,TR,,Trad,,170,2900
2024-10-18,"Birdie Party",5.10b,"Sustained first pitch",https://www.mountainproject.com/route/106106801/birdie-party,1,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.2,-1,Follow,,Trad,,200,2900
2024-10-18,MF,5.9,"Sketchy stuff at the first crux. Second crux ok with left hand crimp",https://www.mountainproject.com/route/105799143/mf,1,"New York > The Gunks > The Trapps > e. The Mac Wall (Something Interesting)",3.6,-1,TR,,Trad,,180,2400
2024-10-18,"Three Doves",5.8+,"Led second pitch",https://www.mountainproject.com/route/105868264/three-doves,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.3,-1,Lead,Onsight,Trad,,210,2200
2024-10-18,"Annie Oh!",5.8+,"W/ Jon. Led first pitch and followed second",https://www.mountainproject.com/route/105801570/annie-oh,1,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.4,-1,Lead,,Trad,,220,2200
2024-10-18,"High Exposure",5.6,"Did second pitch for directissima link up",https://www.mountainproject.com/route/105798994/high-exposure,1,"New York > The Gunks > The Trapps > i. High E",3.8,-1,Follow,,Trad,,250,1600
2024-10-18,Directissima,5.9,"W/ Jon. Next time just place one piece on the traverse would be fine. ",https://www.mountainproject.com/route/105799563/directissima,2,"New York > The Gunks > The Trapps > i. High E",3.7,-1,Lead,Redpoint,Trad,,120,2400
2024-10-12,Raunchy,5.8,"Accidentally did the 5.9 variation, really engaging",https://www.mountainproject.com/route/105884378/raunchy,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.6,-1,Lead,Onsight,Trad,,80,2100
2024-10-12,Absurdland,5.8+,"W/ shiyue",https://www.mountainproject.com/route/105799190/absurdland,2,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Lead,Redpoint,Trad,,100,2200
2024-10-12,Cakewalk,5.7,"Can tr nurdland ",https://www.mountainproject.com/route/106238205/cakewalk,2,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.7,-1,Lead,Onsight,Trad,,110,1800
2024-10-12,V-3,5.7,"With Shiyue",https://www.mountainproject.com/route/105799785/v-3,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Lead,Onsight,Trad,,250,1800
2024-10-05,Rhododendron,5.6,"Anya’s first lead!",https://www.mountainproject.com/route/105810485/rhododendron,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.7,-1,Follow,,Trad,,70,1600
2024-10-05,"Ants' Line",5.9,"Too good",https://www.mountainproject.com/route/105803260/ants-line,1,"New York > The Gunks > The Trapps > i. High E",3.6,-1,Lead,Redpoint,Trad,,80,2400
2024-10-05,Groovy,5.8+,Lap,https://www.mountainproject.com/route/105828999/groovy,1,"New York > The Gunks > The Trapps > i. High E",2.5,-1,TR,,Trad,,70,2200
2024-10-05,"Space Invaders",5.10d,"Flash. 11a variation",https://www.mountainproject.com/route/105841801/space-invaders,1,"New York > The Gunks > The Trapps > i. High E",2.7,-1,TR,,Trad,,70,3500
2024-10-05,Groovy,5.8+,"Not bad",https://www.mountainproject.com/route/105828999/groovy,1,"New York > The Gunks > The Trapps > i. High E",2.5,-1,Lead,Redpoint,Trad,,70,2200
2024-10-05,"High Exposure",5.6,"With Anya and Louise. First pitch of modern time into second pitch high e",https://www.mountainproject.com/route/105798994/high-exposure,2,"New York > The Gunks > The Trapps > i. High E",3.8,-1,Lead,,Trad,,250,1600
2024-09-22,Retribution,5.10b,"Between this and nosedive, this is more leadable? Under the roof was the crux, clip the pton, left hand straight crimp under the roof, right hand gain a shitty side pull, flip left to undercling then pull",https://www.mountainproject.com/route/105799038/retribution,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.0,-1,TR,,Trad,,75,2900
2024-09-22,Nosedive,5.10b,"Jon set TR from bunny. Pretty intense experience. When faced with the overhang finger crack, climb straight up. Once in the hand crack step as high as possible with right foot. TR onsight",https://www.mountainproject.com/route/105799032/nosedive,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.5,-1,TR,,Trad,,80,2900
2024-09-22,Boston,"5.5 PG13","gotta do it once I guess",https://www.mountainproject.com/route/106031901/boston,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.2,-1,TR,,"Trad, TR",,50,1500
2024-09-22,J'accuse,"5.10b PG13","Similar to never never land but slightly easier",https://www.mountainproject.com/route/106046438/jaccuse,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.5,-1,TR,,Trad,,80,2900
2024-09-22,"Never Never Land",5.10a,"With Jon Emily Andrew. The crux is right past the bolt. Went left. On two bad crimps smear onto nothingness and pull as hard possible. ",https://www.mountainproject.com/route/105799095/never-never-land,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.5,-1,TR,,Trad,,80,2600
2024-09-22,Absurdland,5.8+,"Followed Jon. Very flowy enjoyable climb with boulder start. Need 3 0.3s. ",https://www.mountainproject.com/route/105799190/absurdland,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,Follow,,Trad,,100,2200
2024-09-22,"Son of Easy O",5.8,"With Andrew. Slab turned out to be ok. There were two strenuous moves. Overhang is easy compared to the slab.",https://www.mountainproject.com/route/105821512/son-of-easy-o,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.8,-1,Lead,Redpoint,Trad,,170,2100
2024-09-22,"Middle Earth",5.6,"First pitch with Jon. Really fun for the grade.",https://www.mountainproject.com/route/105815029/middle-earth,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.8,-1,Lead,Onsight,Trad,,250,1600
2024-09-15,"Cool Hand Dukes",5.8,"Really proud of this onsight! Ended up rounding the corner and using the Pton of Bonnie but when I rounded back there was some rope drag. ",https://www.mountainproject.com/route/109700137/cool-hand-dukes,1,"New York > The Gunks > The Trapps > i. High E",2.6,-1,Lead,Onsight,Trad,,85,2100
2024-09-15,Arrow,5.8,"Went left. Didn’t use the key crimp but used some shitty crimp and a weird hand foot match move",https://www.mountainproject.com/route/105799105/arrow,2,"New York > The Gunks > The Trapps > h. The Arrow Wall - CCK",3.5,-1,Lead,Onsight,Trad,,200,2100
2024-09-15,Yenta,"5.10 X",,https://www.mountainproject.com/route/109007970/yenta,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.0,-1,TR,,"Trad, TR",,90,3000
2024-09-15,Ursula,5.6,"Pretty good pitch for the grade!",https://www.mountainproject.com/route/105840288/ursula,1,"New York > The Gunks > The Trapps > i. High E",2.8,-1,Lead,Onsight,Trad,,180,1600
2024-09-15,Groovy,5.8+,,https://www.mountainproject.com/route/105828999/groovy,1,"New York > The Gunks > The Trapps > i. High E",2.5,-1,Follow,,Trad,,70,2200
2024-09-15,Sleepwalk,5.7,,https://www.mountainproject.com/route/106010504/sleepwalk,1,"New York > The Gunks > The Trapps > i. High E",2.1,-1,Lead,Onsight,Trad,,80,1800
2024-09-15,"Ants' Line",5.9,"Jon led this! Really cool climb. Hopefully I can lead this at end of season",https://www.mountainproject.com/route/105803260/ants-line,1,"New York > The Gunks > The Trapps > i. High E",3.6,-1,Follow,,Trad,,80,2400
2024-09-15,"Thin Slabs / Thin Slabs Direct",5.7+,,https://www.mountainproject.com/route/105801058/thin-slabs-thin-slabs-direct,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",3.1,-1,TR,,Trad,,220,1900
2024-09-15,Sente,5.9,"With Jon, cool route. Between the first and second bolt was dicey for me",https://www.mountainproject.com/route/105841798/sente,1,"New York > The Gunks > The Trapps > g. V3 - Middle Earth",2.6,-1,Lead,Onsight,Trad,,90,2400
2024-08-25,"Salley's Alley",5.11c,,https://www.mountainproject.com/route/105896493/salleys-alley,1,"New Hampshire > *Rumney > New Wave",3.0,-1,TR,,Sport,,50,5200
2024-08-25,"Dog Biscuit",5.10c,,https://www.mountainproject.com/route/105951717/dog-biscuit,1,"New Hampshire > *Rumney > Kennel Wall",2.7,-1,Lead,Redpoint,Sport,,60,3200
2024-08-24,"I'm Talking to The Dog",5.9+,,https://www.mountainproject.com/route/106718896/im-talking-to-the-dog,1,"New Hampshire > *Rumney > Kennel Wall",1.7,-1,Lead,Onsight,Sport,,,2500
2024-07-27,Vertigo,"5.9 A0 R","Super cool climb with Clay, John and Toney. Fell bunch of times at the offwidth. The finger crack was very hard for me too.",https://www.mountainproject.com/route/105888753/vertigo,4,"New Hampshire > *Cannon Cliff > 4. Moby Grape Area",3.8,-1,Follow,,"Trad, Aid, Alpine",,500,2400
2024-07-27,"Reppys Crack",5.8,"With Clay, John and Tony. Took me forever. I was walking two blue cams toward the top cuz that&#39;s all I had. Really fun and nice hands. Wish I hold a 2. after the alcove.",https://www.mountainproject.com/route/110887591/reppys-crack,1,"New Hampshire > *Cannon Cliff > 4. Moby Grape Area",3.7,-1,Lead,Onsight,"Trad, Alpine",,100,2100
2024-07-20,"Flesh For Lulu",5.12b,,https://www.mountainproject.com/route/105908632/flesh-for-lulu,1,"New Hampshire > *Rumney > The Meadows > Holderness Corner",3.6,-1,TR,,Sport,,,6900
2024-07-20,"Curly for President",5.9-,,https://www.mountainproject.com/route/106254868/curly-for-president,1,"New Hampshire > *Rumney > The Parking Lot Wall",2.7,-1,Lead,Onsight,Sport,,,2300
2024-07-20,"Idiot's Deluxe",5.10c/d,,https://www.mountainproject.com/route/106254851/idiots-deluxe,1,"New Hampshire > *Rumney > The Parking Lot Wall",2.9,-1,Lead,Flash,Sport,,,3400
2024-07-20,Misdemeanor,5.10b,,https://www.mountainproject.com/route/106033945/misdemeanor,1,"New Hampshire > *Rumney > The Meadows > Center Section",3.0,-1,Lead,Onsight,Sport,,85,2900
2024-07-20,"Holderness Arete",5.10b,,https://www.mountainproject.com/route/105962956/holderness-arete,1,"New Hampshire > *Rumney > The Meadows > Holderness Corner",2.5,-1,Lead,Onsight,Sport,,,2900
2024-07-20,"Lies and Propaganda",5.9,,https://www.mountainproject.com/route/105923839/lies-and-propaganda,1,"New Hampshire > *Rumney > The Meadows > Center Section",2.7,-1,Lead,Onsight,Sport,,55,2400
2024-07-20,"Bolt Line",5.8,,https://www.mountainproject.com/route/105923805/bolt-line,1,"New Hampshire > *Rumney > The Meadows > Center Section",2.5,-1,Lead,Onsight,Sport,,70,2100
2024-07-04,Lakeview,5.6,"With Ariel, John and Mim. Got little lost on the fifth pitch, ended up too much to the right and was climbing in bunch of choss and greenery. As a result had to do some thin exposed traverse on the 6th pitch, very fun. The flake felt strenuous, I laid back at the start, attempted to top out with my feet cut, but had to throw a heel. ",https://www.mountainproject.com/route/106276179/lakeview,8,"New Hampshire > *Cannon Cliff > 5. Slabs",2.9,-1,Lead,Onsight,"Trad, Alpine",,800,1600
2024-06-29,"Vegetable Byriani",V1,,https://www.mountainproject.com/route/111404832/vegetable-byriani,1,"Rhode Island > Lincoln Woods > Pond Cave Area > Pond Cave Parking Boulder",2.5,-1,Flash,,Boulder,,15,20100
2024-06-29,"The Pond Cave Traverse",V4,,https://www.mountainproject.com/route/106832975/the-pond-cave-traverse,1,"Rhode Island > Lincoln Woods > Pond Cave Area > Pond Cave",3.4,-1,Attempt,,Boulder,,15,20400
2024-06-29,"Tombstone Slab",V0,Haha,https://www.mountainproject.com/route/106896022/tombstone-slab,1,"Rhode Island > Lincoln Woods > The Tombstone",1.6,-1,Flash,,Boulder,,18,20008
2024-06-15,"Vallee Daze",5.12a,,https://www.mountainproject.com/route/106195388/vallee-daze,1,"New Hampshire > *Rumney > New Wave",3.0,-1,TR,,Sport,,75,6600
2024-06-15,"Night Crawler",5.9,,https://www.mountainproject.com/route/106793287/night-crawler,1,"New Hampshire > *Rumney > New Wave",2.1,-1,Lead,Onsight,Sport,,40,2400
2024-06-15,"The Daytripper",5.8+,,https://www.mountainproject.com/route/106793303/the-daytripper,1,"New Hampshire > *Rumney > New Wave",1.9,-1,Lead,Onsight,Sport,,50,2200
2024-06-15,"Ten of Spades",5.10c,,https://www.mountainproject.com/route/105968891/ten-of-spades,1,"New Hampshire > *Rumney > New Wave",2.8,-1,TR,,Sport,,,3200
2024-06-15,"Black Dog Crack",5.10b,,https://www.mountainproject.com/route/106003101/black-dog-crack,1,"New Hampshire > *Rumney > New Wave",2.5,-1,TR,,Sport,,,2900
2024-06-15,"Air and Pleasant Danger",5.8,,https://www.mountainproject.com/route/105925159/air-and-pleasant-danger,1,"New Hampshire > *Rumney > New Wave",2.3,-1,Lead,Onsight,Sport,,70,2100
2024-06-15,Smokestack,5.9+,,https://www.mountainproject.com/route/105998986/smokestack,1,"New Hampshire > *Rumney > New Wave",3.4,-1,Lead,Onsight,Sport,,,2500
2024-06-01,"Hyjek's Horror","5.8+ R","Did it after triple bulges. Don&#39;t remember much. Definitely will not lead this.",https://www.mountainproject.com/route/106134098/hyjeks-horror,1,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",2.4,-1,TR,,Trad,,60,2200
2024-06-01,"Triple Bulges",5.5,"End of the day cool down. I was so tired, thought I could fall off the roof.",https://www.mountainproject.com/route/105810522/triple-bulges,2,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",2.4,-1,Lead,Onsight,Trad,,180,1500
2024-06-01,"Blistered Toe",5.8,"Jon led this. The crux was interesting but the moves were reachy for me.",https://www.mountainproject.com/route/106018762/blistered-toe,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",2.6,-1,Follow,,Trad,,,2100
2024-06-01,"Snooky's Return",5.8,"With Anya and Jon, the start was a little cruxy and thin and some ropes were dropped on me thought they were gonna knock me off the wall.",https://www.mountainproject.com/route/106018730/snookys-return,1,"New York > The Gunks > The Trapps > f. The Guides' Wall (Madame G's)",3.1,-1,Lead,Redpoint,Trad,,,2100
2024-06-01,"Strictly From Nowhere",5.7,"With Anya and Jon. Really cool climb and movement! The overhang is not as bad. 0.4 before the roof and 1 or 2 after.",https://www.mountainproject.com/route/105799704/strictly-from-nowhere,1,"New York > The Gunks > The Trapps > d. Strictly - The Ceiling",3.4,-1,Lead,Onsight,Trad,,170,1800
2024-06-01,"Son of Easy O",5.8,"With Jon and Anya, the slabby start was scary, especially thinking about pros. Clean send. Getting ready to lead this in the fall.",https://www.mountainproject.com/route/105821512/son-of-easy-o,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",3.8,-1,Follow,,Trad,,170,2100
2024-05-31,"City Lights",5.8-,"Led pitch 1 finally. The runout section was a little stressful. Overall climbed well and composed on this one.",https://www.mountainproject.com/route/105799768/city-lights,1,"New York > The Gunks > The Trapps > c. Frog's Head - the Arch",2.8,-1,Lead,Redpoint,Trad,,180,2000
2024-05-31,Bunny,5.5,"With michael",https://www.mountainproject.com/route/105888225/bunny,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",2.6,2,Follow,,Trad,,100,1500
2024-05-31,Rhododendron,5.6,"With Shiyue. ",https://www.mountainproject.com/route/105810485/rhododendron,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",2.7,-1,Lead,Redpoint,Trad,,70,1600
2024-05-31,"Ken's Crack",5.7+,"With Michael, Shiyue, Bingjia. First-time clean send.",https://www.mountainproject.com/route/105799779/kens-crack,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",3.0,-1,Lead,Redpoint,Trad,,50,1900
2024-05-20,"The Winter",5.10+,"Fell before getting into the corner but eventually figured out a chimney beta that helped me reach the first thin pocket. The corner felt ok.",https://www.mountainproject.com/route/106238729/the-winter,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.3,-1,TR,,Trad,,175,3300
2024-05-19,"The Spring (P1)",5.9,"Must be terrifying on lead. John took a whip on this.",https://www.mountainproject.com/route/106018746/the-spring-p1,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.0,-1,TR,,Trad,,,2400
2024-05-19,Boldina,5.7,"The second pitch is like the dessert you get after eating vegetables. The first pitch was a little stressful.",https://www.mountainproject.com/route/119280330/boldina,2,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",2.8,-1,Lead,Onsight,Trad,,80,1800
2024-05-19,"The Nose",5.6,"The starting corner and getting on to the traverse was the crux. Traverse is protectable with either red or gold.",https://www.mountainproject.com/route/108063699/the-nose,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",2.4,-1,Lead,Onsight,Trad,,100,1600
2024-05-19,"Double Crack",5.8,"So awesome. Hopefully I&#39;ll be able to lead this one day.",https://www.mountainproject.com/route/105806583/double-crack,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.6,-1,Follow,,Trad,,150,2100
2024-05-19,Bold-Ville,5.8,"Climbed with John, Tony and Arel. First proper 5.8.",https://www.mountainproject.com/route/105806624/bold-ville,1,"New York > The Gunks > The Trapps > j. The Yellow Wall and The Seasons",3.0,-1,Lead,Onsight,Trad,,180,2100
2024-05-11,RMC,5.5,,https://www.mountainproject.com/route/106134054/rmc,2,"New York > The Gunks > The Trapps > b. Jackie and friends",2.6,-1,Lead,Flash,Trad,,180,1500
2024-05-11,"Ken's Crack",5.7+,"Hung once. Felt better about the moves",https://www.mountainproject.com/route/105799779/kens-crack,1,"New York > The Gunks > The Trapps > a2. The Uberfall - right",3.0,-1,Lead,Fell/Hung,Trad,,50,1900
2024-05-11,Coronary,"5.10 R",,https://www.mountainproject.com/route/105840581/coronary,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",2.8,-1,TR,,"Trad, TR",,90,3000
2024-05-11,Apoplexy,5.9,,https://www.mountainproject.com/route/105840572/apoplexy,1,"New York > The Gunks > The Trapps > a1. The Uberfall - left",3.3,-1,TR,,Trad,,90,2400
