Date,Route,Rating,Notes,URL,Pitches,Location,Avg Stars,Your Stars,Style,Lead Style,Route Type,Your Rating,Length,Rating Code
2024-11-29,Sweet Pain,5.11d,Super smooth once you know the beta.,https://www.mountainproject.com/route/105732530/sweet-pain,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall,3.4,-1,,,Sport,,50.0,5500
2024-11-29,Pain Relief,5.9+,Did after sweet pain. Heaco section of the ground is challenging. Last of climb day for us cuz finger skin was running thin,https://www.mountainproject.com/route/111636103/pain-relief,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > Sweet Pain Wall,2.4,-1,,,Sport,,60.0,2500
2024-11-29,Bon Ez,5.9+,Another warm up. ,https://www.mountainproject.com/route/105732512/bon-ez,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Left,2.3,-1,,,Sport,,80.0,2500
2024-11-29,The CEL,5.9,Had the corridor to ourselves early in the morning and did 3 routes before literally a group of 30 showed up.,https://www.mountainproject.com/route/105826083/the-cel,1,Nevada > Southern Nevada > Red Rocks > (04) Second Pullout (Calico II) > The Black Corridor > Lower Level > Lower Level - Left,2.1,-1,,,Sport,,80.0,2400
2024-11-28,Bear Necessities,5.8,"w E. Did this to warm up for Jungle wall. Good climbing, but the rock wasn’t great. Noticed I was getting too high for my 70m and had to bail off some bolts 35m above the pillar. Bring doubles! ",https://www.mountainproject.com/route/113706125/bear-necessities,1,Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Jungle Wall,2.5,-1,,,Trad,,150.0,2100
2024-11-28,Jungle Wall,5.11b,wE. The bolting felt like they were trying to maximize falls near the cruxes. Very tall route. I don’t recommend doing with a single 70m as it forces you to belay on an exposed pillar. ,https://www.mountainproject.com/route/106052597/jungle-wall,1,Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Jungle Wall,3.8,-1,,,Sport,,160.0,4900
2024-11-27,Tunnel Vision,5.7,"w E. We Ubered from the Luxor Pyramid hotel and started hiking at 130, climbing at 220. E lead the roof pitch before cave. I took a wrong exit at the top and burned a crucial 30min. We hiked down in the dark moonless night to find that we were the last ones on the park. We hiked to the highway and Eric picked us up. Even tho we told him not to.",https://www.mountainproject.com/route/105732509/tunnel-vision,6,Nevada > Southern Nevada > Red Rocks > (06) White Rock Spring > Angel Food Area > Angel Food Wall,3.1,4,,,Trad,,770.0,1800
2024-12-01,Birdland,5.7+,"Lead pitches 1,2.  Very fun. Didn't actually place that many nuts on P1. Small gear is useful. Link lead P3, probably the spookiest. The traverse is quite hollow, wouldn't want to place anything there. Might want the roller biner there. Eric led P4, a bit scarcer gear but good climbing. Link lead P5, super chill until the finger crack which was small and slippery. Lots of good 0-0.2 on the right. Crux is at the big sloper that looks like a jug. There is a jam in the back left of that block. Did a single rap to P4 anchor then double rap to P2 then double 70 rap to ground. Lots of potential to get rope stuck. 5hr 40 mins car to car.",https://www.mountainproject.com/route/105733115/birdland,5,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Brass Wall,3.4,-1,Lead,Onsight,Trad,,600.0,1900
2024-11-29,Dark Shadows,5.8,"Did with Eric and Jack. Eric led first pitch, seemed spooky. Pitch 2 is a little slippery and gear is kind of in the way. Pitch 3 was long and a little spicy. Very varied and fun. Pitch 4 has a spooky short offwidth section but it was short. Great day. Took 4 hrs and we were chillin.",https://www.mountainproject.com/route/105732380/dark-shadows,4,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Mescalito > Dark Shadows Wall,3.6,-1,Follow,,Trad,,350.0,2100
2024-11-28,Olive Oil,5.7,"Olive oil anchors:
P1: 1,2,3

P2: 0.75, 0.5, yellow and blue totem. 4 would have been nice

P3: 0.75, 2, 3

P4: 0.2, 0.3, little blue nut, slung chicken head on left

P5: 0.5, 0.4, blue or black totem. I lead pitch 2. Other pitches would have been ok but pitch 4&5 would've been a bit spooky. We left some non obvious gear for Eric and Tom. Jack crushed it.",https://www.mountainproject.com/route/105732494/olive-oil,5,Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Rose Tower,3.4,-1,Lead,Onsight,Trad,,600.0,1800
2024-11-27,Kibbles 'n bits,5.8,Fun climb. At crux stay right.,https://www.mountainproject.com/route/123175091/kibbles-n-bits,2,Nevada > Southern Nevada > Red Rocks > (05) Sandstone Quarry > Parking Lot Area > Man's Best Friend Area,2.4,-1,Lead,Onsight,Sport,,190.0,2100
2024-11-27,Man's Best Friend,5.7,Fun climb. Top part of 2nd pitch is a little spooky.,https://www.mountainproject.com/route/106070440/mans-best-friend,2,Nevada > Southern Nevada > Red Rocks > (05) Sandstone Quarry > Parking Lot Area > Man's Best Friend Area,2.7,-1,Lead,Onsight,Sport,,180.0,1800
2024-11-30,Solar Slab,5.6,"EB led p1 and p3, i lead the rest. LP and E were ahead, traffic jam pn the rappels. Couldnt believe our ropes didnt get stuck. I enjoyed the diagonal chimney on p2 and running through p4 and p5.",https://www.mountainproject.com/route/105732257/solar-slab,9,Nevada > Southern Nevada > Red Rocks > (12) Oak Creek Canyon > Solar Slab - Upper Tier,3.5,3,,,Trad,5.6,1220.0,1600
2024-11-29,Dark Shadows,5.8,"Lead p234 with sr and eb. P3 was superb stemming, crack, and face climbing. Follower fell on some slack and soft decked at the belay",https://www.mountainproject.com/route/105732380/dark-shadows,4,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Mescalito > Dark Shadows Wall,3.6,4,,,Trad,5.8,350.0,2100
2024-11-28,Olive Oil,5.7,"Lead with SR, eb and tu behind. Very fun route, last pitch was great stemming in the dihedral",https://www.mountainproject.com/route/105732494/olive-oil,5,Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Rose Tower,3.4,4,,,Trad,5.7,600.0,1800
